1,2,3,4,5,6,7,8,9,10,11,12,13,14
48,6,2,5,0,3,1,4,1,0,0,11,25,0
49,2,2,10,1,0,3,4,0,0,0,8,38,0
50,13,2,9,0,2,0,4,1,0,0,8,38,0
51,5,1,13,0,3,0,4,1,1,0,10,38,1
52,7,3,9,0,3,0,4,1,2,0,10,38,1
53,5,2,9,0,5,0,4,1,0,0,8,38,0
54,4,2,13,1,3,1,4,0,0,0,10,38,0
55,7,2,10,1,11,1,4,1,0,0,8,38,0
56,3,2,14,1,3,1,4,0,0,0,8,38,0
57,5,2,9,1,6,3,4,0,0,0,8,38,0
58,9,1,9,1,0,1,4,0,0,0,8,38,0
59,7,3,12,0,2,0,4,1,4,0,13,38,1
60,1,2,10,1,7,3,4,1,0,0,4,38,0
61,8,2,9,1,13,1,4,1,0,0,8,38,0
62,8,2,9,0,11,0,4,1,0,0,10,38,0
63,11,2,10,0,3,0,4,1,4,0,9,38,1
64,8,2,11,0,12,0,4,1,0,0,8,38,0
65,4,2,9,0,6,0,4,1,0,0,8,25,0
66,2,2,10,1,5,1,4,0,0,0,8,38,0
67,8,2,10,0,2,0,3,1,0,0,8,5,0
68,7,2,9,0,6,0,4,1,0,0,10,38,0
69,15,3,9,0,11,0,4,1,0,0,6,38,0
70,10,2,9,0,13,0,4,1,0,0,8,38,0
71,1,2,10,1,0,1,4,0,0,0,8,38,0
72,8,3,10,0,6,0,4,1,0,0,10,38,0
73,2,2,13,1,3,1,4,1,0,0,8,38,0
74,2,2,10,1,7,1,4,1,0,9,8,38,0
75,4,4,10,0,2,0,4,1,0,0,10,38,0
76,8,2,9,1,6,1,4,0,0,0,9,38,0
77,1,0,7,1,7,3,4,0,0,0,2,38,0
78,11,2,9,0,11,0,4,1,0,0,12,38,1
79,2,0,10,1,1,1,4,1,0,0,8,38,0
80,12,2,13,1,3,1,4,0,0,0,5,38,0
81,9,0,4,1,7,1,2,1,0,0,4,38,0
82,5,2,14,0,9,5,4,0,2,0,2,38,1
83,12,0,13,1,0,1,4,1,0,0,8,38,0
84,5,2,14,1,7,1,0,1,0,0,8,38,0
85,1,2,9,1,5,3,4,1,0,0,8,38,0
86,3,2,13,1,3,3,4,0,0,0,8,38,0
87,9,2,6,0,4,0,4,1,0,0,8,38,0
88,12,2,9,0,13,0,4,1,0,0,8,38,1
89,1,2,9,1,0,1,4,0,0,0,8,38,0
90,5,2,10,1,0,4,2,0,0,0,7,38,0
91,2,2,10,1,13,3,2,1,0,0,8,38,0
92,12,4,5,1,7,1,4,0,0,0,8,38,0
93,10,1,9,1,0,4,4,0,0,0,6,38,0
94,6,2,6,1,6,1,4,0,0,0,8,38,0
95,7,1,9,0,10,0,4,1,0,0,8,38,0
96,4,2,9,1,13,3,4,1,1,0,8,38,0
97,1,2,10,1,5,3,2,1,0,0,4,38,0
98,1,2,9,1,7,1,4,0,0,0,6,38,0
99,1,2,9,1,6,3,4,0,0,0,10,38,0
100,4,2,10,0,2,0,4,1,0,0,8,38,0
101,4,2,11,0,3,0,4,1,0,0,8,38,1
102,7,2,10,0,5,0,4,1,0,0,8,38,0
103,3,2,9,1,5,4,4,1,0,0,8,38,0
104,8,2,9,0,2,0,4,1,0,0,8,38,0
105,2,2,7,1,7,1,4,0,0,0,5,38,0
106,8,2,9,0,0,4,4,0,0,0,8,38,0
107,8,2,13,1,11,4,4,0,0,0,8,38,1
108,4,1,13,1,9,4,4,0,0,0,13,38,0
109,1,2,10,1,11,3,4,0,0,0,5,38,0
110,1,2,10,1,10,3,4,1,0,0,6,38,0
111,7,2,10,1,12,1,4,0,0,0,8,38,0
112,7,2,9,1,5,4,4,0,0,0,8,38,0
113,15,2,9,1,0,1,4,0,0,0,5,38,0
114,9,0,16,0,9,5,4,0,0,0,8,38,1
115,4,2,9,1,9,3,4,1,0,0,8,38,0
116,3,4,9,0,2,0,4,1,0,0,13,20,1
117,7,2,14,0,9,0,4,1,0,12,10,38,1
118,7,2,10,0,0,0,4,1,0,0,8,38,0
119,2,2,9,1,2,4,2,0,0,0,8,38,0
120,7,3,16,0,9,0,4,1,0,0,9,38,1
121,11,2,9,0,2,0,2,1,0,0,10,38,0
122,4,2,12,1,9,1,4,0,0,0,8,38,0
123,6,2,9,0,11,0,4,1,0,0,13,38,1
124,9,2,4,0,6,0,2,1,0,0,8,38,0
125,5,2,9,0,6,5,4,0,0,0,7,38,0
126,2,2,6,0,4,0,4,1,0,0,8,38,0
127,8,2,14,0,9,0,4,1,0,0,8,38,0
128,1,2,10,1,0,3,1,0,0,0,5,10,0
129,7,2,9,0,3,0,4,1,2,0,12,38,1
130,8,3,9,0,3,0,4,1,0,9,9,38,1
131,5,2,14,1,9,3,4,0,0,0,6,38,0
132,9,4,9,1,3,1,4,0,0,0,6,38,0
133,8,2,11,1,3,4,4,0,0,0,6,38,0
134,5,2,9,0,11,0,4,1,0,0,8,38,1
135,11,2,13,0,3,0,4,1,4,0,10,38,1
136,1,2,9,1,11,1,4,1,1,0,6,38,0
137,4,2,10,1,7,1,2,1,0,0,3,38,0
138,3,2,7,0,7,5,2,0,0,0,7,38,0
139,10,2,4,0,6,0,4,1,0,0,4,38,0
140,2,2,7,1,2,4,4,1,0,0,8,38,0
141,7,5,13,0,0,0,4,1,0,9,9,38,1
142,3,2,10,1,0,3,4,0,0,0,8,38,0
143,3,1,9,1,2,1,4,1,0,0,8,38,0
144,2,2,13,1,11,1,4,1,0,0,5,38,0
145,7,2,10,1,5,4,2,0,0,3,8,38,0
146,6,3,13,1,3,1,4,1,0,0,8,38,0
147,11,2,7,0,7,0,4,1,0,0,6,38,0
148,5,2,9,0,11,0,4,1,0,0,8,38,0
149,2,2,9,0,2,0,4,1,0,0,9,38,0
150,4,2,13,1,11,3,4,1,0,0,8,38,0
151,8,5,14,0,3,0,4,1,0,0,9,38,1
152,4,2,10,0,3,0,4,1,0,0,8,38,1
153,12,4,16,0,9,0,4,1,0,0,4,38,1
154,7,2,9,0,2,0,4,1,0,0,9,38,0
155,1,2,9,1,5,4,4,1,0,0,5,38,0
156,12,1,9,1,3,1,4,1,0,0,7,38,0
157,11,2,9,0,9,0,4,1,0,9,8,38,1
158,5,2,14,1,9,1,4,1,0,0,8,38,0
159,3,2,13,1,0,1,4,0,0,0,8,38,0
160,13,2,8,0,3,0,4,1,0,0,13,38,0
161,9,1,14,1,0,4,2,0,0,0,8,38,0
162,6,2,10,0,3,0,4,1,0,0,9,38,1
163,2,2,11,0,6,0,4,1,0,0,9,38,0
164,7,2,10,0,6,0,4,1,0,0,8,38,0
165,5,3,9,0,11,0,4,1,0,0,10,38,1
166,6,2,10,0,6,0,4,1,0,9,8,38,1
167,5,2,14,1,3,3,4,1,1,0,8,38,0
168,11,3,10,0,3,0,4,1,4,0,8,38,1
169,6,2,13,1,3,1,4,0,0,0,12,38,0
170,8,2,9,1,11,4,2,0,0,0,8,38,0
171,11,2,9,1,5,1,4,1,0,0,9,38,0
172,2,2,9,1,6,1,4,1,0,0,10,38,0
173,2,2,9,1,7,1,4,0,0,0,9,38,0
174,5,2,13,0,3,0,4,1,0,10,8,38,1
175,7,2,13,1,9,1,4,1,0,0,10,38,1
176,9,2,10,1,0,1,2,0,0,0,8,38,0
177,3,2,9,1,9,4,2,0,0,0,12,38,0
178,4,2,10,1,3,4,4,0,0,0,8,38,0
179,8,2,10,1,13,1,4,1,0,0,9,38,0
180,7,3,15,0,9,5,4,0,0,0,10,38,1
181,1,2,9,1,6,1,4,0,0,0,8,38,0
182,3,2,9,0,5,0,4,1,0,0,8,38,1
183,10,1,10,0,10,0,4,1,0,0,8,38,1
184,4,3,13,0,3,0,4,1,0,0,10,38,0
185,11,2,13,1,2,1,4,1,0,0,9,38,0
186,8,1,13,1,9,4,4,0,0,0,8,38,0
187,10,2,11,0,9,0,4,1,0,0,8,38,1
188,5,3,13,0,11,0,4,1,0,0,11,38,0
189,8,2,4,0,2,0,2,1,0,0,8,38,0
190,16,1,9,0,3,0,4,1,0,0,4,38,0
191,5,2,13,0,9,5,4,0,0,0,10,38,1
192,4,2,10,0,11,0,4,1,0,0,12,38,1
193,1,2,7,1,11,1,4,1,0,0,3,38,0
194,3,2,10,1,7,3,4,0,0,0,10,38,0
195,6,0,11,1,2,4,4,0,2,0,8,38,0
196,7,2,13,0,13,0,4,1,0,0,8,38,0
197,2,2,13,1,12,3,2,0,0,0,7,38,0
198,9,2,9,0,6,0,4,1,0,0,8,38,0
199,5,0,9,1,7,1,4,1,0,0,7,38,0
200,2,2,3,1,6,2,4,1,0,0,8,25,0
201,4,2,11,1,2,1,4,1,0,0,8,38,0
202,2,2,13,1,3,1,4,0,0,0,9,38,0
203,5,2,13,0,0,0,1,1,0,0,8,29,0
204,3,2,9,1,6,1,1,0,0,0,8,29,0
205,7,2,9,1,2,4,4,1,0,0,8,38,0
206,10,3,9,0,11,0,4,1,0,0,8,38,1
207,13,1,5,0,13,0,4,1,2,0,8,38,1
208,7,2,10,0,2,0,4,1,0,0,8,38,0
209,8,2,13,0,9,0,4,1,4,0,8,38,1
210,10,1,9,0,3,0,4,1,0,0,8,38,0
211,1,2,8,1,8,3,4,1,0,0,8,38,0
212,6,2,15,0,9,0,4,1,0,0,10,38,0
213,11,2,14,1,3,4,1,0,0,0,10,36,0
214,5,2,9,0,12,0,4,1,0,0,8,38,1
215,18,4,9,0,7,0,4,1,0,0,6,38,0
216,5,2,11,1,12,4,4,0,0,0,13,38,0
217,10,2,10,0,12,0,4,1,2,0,8,38,0
218,7,2,9,1,7,4,2,0,0,0,6,13,0
219,3,2,10,1,11,1,4,0,0,0,8,38,0
220,4,2,9,0,13,0,4,1,0,0,8,38,0
221,3,1,9,1,7,3,4,0,0,0,7,38,0
222,11,4,9,0,2,0,4,1,0,10,13,38,0
223,1,2,10,1,7,3,4,0,0,0,3,38,0
224,13,4,10,0,13,0,4,1,0,0,7,38,0
225,2,0,10,1,0,3,4,0,0,0,4,38,0
226,5,2,9,0,5,0,4,1,0,0,8,38,0
227,4,2,9,0,11,3,4,0,0,0,8,38,0
228,9,2,9,0,13,0,4,1,0,0,15,38,1
229,8,5,9,0,6,0,4,1,0,0,8,38,0
230,2,2,10,1,11,3,4,1,0,0,3,38,0
231,5,2,11,1,2,1,4,1,0,0,10,38,0
232,2,2,13,0,9,0,4,1,0,0,8,38,1
233,4,2,13,1,12,3,4,1,0,0,10,38,0
234,2,2,10,1,6,2,4,1,0,0,7,38,0
235,13,0,10,1,12,1,2,1,1,0,8,38,0
236,7,2,9,1,7,1,2,0,0,0,8,38,0
237,4,5,9,1,7,1,4,1,0,0,8,38,0
238,16,4,15,1,9,1,4,1,0,7,4,38,0
239,10,2,10,0,3,5,4,0,0,0,10,38,0
240,4,1,14,1,9,1,4,1,0,0,8,38,0
241,4,2,10,1,9,1,4,0,0,0,8,38,0
242,3,2,13,1,0,3,4,0,0,0,8,38,0
243,3,2,14,1,3,1,4,0,0,0,8,38,0
244,4,2,10,0,5,0,4,1,1,0,8,38,1
245,4,2,6,0,2,0,4,1,0,0,5,38,0
246,4,2,7,0,11,5,4,0,0,0,4,38,0
247,3,2,9,0,3,0,4,1,0,0,16,38,0
248,12,2,6,0,13,0,4,1,0,0,8,38,1
249,13,2,10,0,3,5,4,0,0,0,8,38,1
250,8,5,14,1,3,1,4,1,0,0,8,38,0
251,1,2,9,1,7,3,0,0,0,0,7,38,0
252,7,2,9,1,7,1,2,1,0,0,11,38,0
253,1,2,7,1,5,3,4,1,0,0,5,38,0
254,12,3,13,0,2,0,4,1,4,0,10,38,1
255,1,2,10,1,10,1,2,1,0,0,13,38,0
256,5,0,9,0,2,0,4,1,0,0,8,38,1
257,5,2,9,0,5,0,4,1,0,0,8,38,1
258,2,2,9,1,5,1,4,0,0,0,5,38,0
259,4,2,10,1,12,4,4,0,0,0,8,38,0
260,5,2,13,0,11,0,2,1,0,0,12,38,0
261,7,2,10,1,6,1,4,0,0,0,10,38,0
262,2,2,9,1,6,3,2,1,0,0,8,38,0
263,8,2,10,0,10,0,4,1,0,0,8,38,1
264,13,0,10,0,13,0,2,1,0,0,8,38,0
265,4,2,9,1,3,1,2,1,0,0,8,38,0
266,7,2,9,0,3,0,4,1,0,0,12,38,1
267,13,2,6,0,5,0,4,1,0,0,8,38,0
268,3,2,10,0,11,0,4,1,0,0,8,38,0
269,7,2,6,1,0,4,4,0,0,0,8,38,0
270,2,2,10,0,7,0,4,1,0,0,8,38,0
271,3,2,9,1,6,4,4,1,0,8,8,38,0
272,4,2,5,0,7,0,4,1,0,0,7,7,1
273,2,2,9,1,11,3,4,1,0,0,8,38,0
274,5,4,11,1,4,1,4,1,6,0,13,38,1
275,4,2,9,0,6,2,4,1,0,10,10,38,0
276,7,2,10,0,2,0,4,1,0,0,8,38,1
277,4,2,7,1,5,2,4,1,0,8,8,32,0
278,6,1,10,1,0,4,4,0,0,0,8,38,0
279,3,2,9,1,3,3,4,0,0,0,8,38,0
280,1,2,10,1,5,3,4,1,0,0,4,38,0
281,5,2,9,0,0,3,4,0,0,0,8,38,0
282,2,2,13,1,0,3,4,1,0,0,8,38,0
283,7,3,13,0,3,0,4,1,0,0,13,38,1
284,10,4,9,0,11,0,1,1,1,0,17,39,0
285,11,1,12,0,12,0,4,1,0,0,9,38,1
286,2,2,10,1,5,3,4,1,0,0,8,38,0
287,10,4,10,0,4,0,4,1,0,0,13,38,0
288,8,2,13,1,3,4,4,0,1,0,9,38,1
289,5,2,9,0,0,5,4,0,1,0,7,38,0
290,10,2,10,1,2,1,4,1,0,0,9,38,1
291,1,2,10,1,11,1,4,0,0,0,5,38,0
292,6,2,13,0,3,0,4,1,0,0,8,38,1
293,14,2,9,0,6,0,2,1,0,0,8,38,1
294,2,2,10,1,10,1,4,1,0,0,8,38,0
295,11,3,13,0,3,0,4,1,0,0,8,38,0
296,6,2,9,0,2,0,4,1,0,0,8,38,0
297,10,2,2,0,6,0,4,1,0,0,8,25,0
298,3,2,9,1,5,3,4,1,0,0,8,32,0
299,5,2,14,0,9,0,4,1,0,0,10,38,0
300,8,1,14,1,9,4,4,0,0,0,9,38,0
301,1,2,7,1,7,3,4,1,0,0,3,38,0
302,8,4,10,0,4,0,4,1,0,0,13,38,1
303,1,2,9,1,5,3,4,1,0,0,4,38,0
304,11,2,9,0,2,0,4,1,0,0,8,38,1
305,7,2,9,1,0,4,4,0,1,0,9,38,0
306,5,2,14,0,3,0,4,1,0,9,10,38,1
307,1,2,9,1,11,4,4,0,0,0,8,38,0
308,8,2,5,1,7,4,4,0,0,0,12,5,0
309,11,2,6,1,7,4,4,0,0,0,8,38,0
310,6,3,9,0,4,0,4,1,0,0,17,38,0
311,9,2,13,1,3,4,4,0,0,0,10,38,0
312,4,2,9,0,13,0,4,1,0,0,8,38,1
313,5,2,13,1,2,1,4,1,1,0,8,38,0
314,4,2,3,0,7,0,4,1,0,0,8,25,0
315,7,2,14,0,9,0,4,1,0,0,9,38,1
316,14,2,9,0,3,0,4,1,3,0,8,38,1
317,3,2,13,1,9,1,4,0,0,0,10,38,1
318,7,2,9,1,3,4,2,0,20,0,8,38,1
319,12,2,4,0,2,0,4,1,2,0,10,38,1
320,3,2,9,1,7,3,4,0,0,0,8,38,0
321,4,2,11,1,2,4,4,1,0,0,8,38,0
322,2,2,9,1,5,3,4,1,0,0,6,38,0
323,6,1,9,1,0,4,4,0,0,0,8,38,0
324,5,2,10,0,7,5,4,0,0,0,3,38,1
325,5,2,9,0,13,0,4,1,0,0,17,38,1
326,6,2,13,0,9,0,2,1,0,0,10,38,1
327,5,2,13,1,11,1,4,1,0,0,9,38,0
328,10,4,15,0,9,0,4,1,20,0,17,38,1
329,5,0,12,1,10,1,2,1,0,0,8,38,0
330,5,2,13,1,0,3,2,0,0,0,8,38,0
331,6,2,7,0,2,0,4,1,0,0,8,38,0
332,8,2,10,1,2,1,4,1,0,0,13,38,0
333,11,2,10,1,5,2,4,1,0,0,5,38,0
334,4,1,10,0,3,3,4,0,0,0,8,38,0
335,11,2,9,0,2,0,4,1,0,0,10,38,1
336,8,3,15,0,9,0,4,1,0,0,5,38,1
337,8,2,10,0,11,0,4,1,0,0,15,38,0
338,8,4,10,0,11,0,4,1,0,0,13,38,1
339,5,4,14,0,9,5,4,0,0,0,2,38,0
340,3,2,6,1,7,4,4,0,0,0,8,10,0
341,2,2,10,0,11,0,4,1,0,0,14,38,0
342,7,2,4,1,2,1,4,1,0,0,8,25,0
343,2,2,9,0,2,0,4,1,0,0,8,38,0
344,9,4,13,0,11,0,4,1,0,0,9,38,0
345,5,4,9,1,2,3,4,1,0,0,9,38,0
346,7,2,9,0,3,0,4,1,0,0,8,38,1
347,4,2,13,0,9,5,1,0,0,7,8,38,0
348,2,2,9,1,3,3,1,0,0,0,8,34,0
349,2,2,9,1,2,2,4,1,0,0,3,38,0
350,8,4,9,0,3,0,2,1,0,0,8,38,1
351,3,2,13,1,12,1,4,0,0,0,8,38,0
352,12,4,16,0,3,5,4,0,0,7,7,38,1
353,10,2,9,1,0,4,2,0,0,0,7,38,0
354,4,2,7,0,13,0,4,1,0,0,20,38,1
355,9,2,7,0,7,0,4,1,0,0,7,3,0
356,9,2,9,1,0,4,2,0,0,0,8,38,0
357,7,2,7,1,0,4,4,0,0,0,8,38,0
358,13,4,9,0,0,5,4,0,0,0,8,38,0
359,9,2,9,0,3,0,4,1,0,10,12,38,1
360,10,2,13,1,9,2,4,0,0,0,10,38,1
361,4,2,9,1,13,3,2,1,0,0,8,38,0
362,9,1,14,1,9,1,4,0,0,0,10,38,0
363,2,2,9,1,2,4,4,0,0,0,8,38,0
364,6,2,9,1,6,3,1,1,0,0,13,38,0
365,8,2,13,0,3,0,1,1,0,0,9,23,1
366,6,2,14,0,3,0,1,1,0,0,9,18,0
367,8,2,13,0,3,0,4,1,0,0,8,38,0
368,7,2,13,1,11,1,4,0,0,0,8,38,0
369,3,2,12,1,12,2,4,0,0,0,4,38,0
370,0,2,7,1,11,3,4,0,0,0,5,38,0
371,8,2,9,0,6,0,4,1,0,0,14,38,0
372,5,2,9,1,13,3,4,1,0,0,12,38,0
373,6,2,13,1,0,4,4,0,0,0,8,38,0
374,3,2,9,1,6,1,4,1,0,0,8,38,0
375,4,2,10,1,3,3,4,0,0,0,8,38,0
376,6,2,13,0,9,5,4,0,0,0,5,38,1
377,6,2,7,1,13,4,4,0,0,0,8,38,0
378,5,2,9,0,0,5,4,0,0,0,8,38,1
379,1,2,9,1,5,3,4,1,1,0,15,38,0
380,7,0,6,0,0,0,4,1,0,0,8,25,0
381,10,2,6,0,13,0,4,1,0,0,8,38,1
382,4,2,9,0,5,0,4,1,0,0,6,38,0
383,6,5,10,0,9,2,1,1,0,0,8,0,0
384,11,3,15,0,9,0,4,1,20,0,8,38,1
385,10,3,13,1,3,1,4,1,0,0,8,38,0
386,5,2,9,1,2,1,4,0,0,0,8,38,0
387,3,2,10,1,12,2,4,1,0,0,8,38,0
388,2,2,13,1,11,1,4,1,0,0,9,38,0
389,3,2,11,1,0,4,2,0,1,0,8,38,0
390,7,2,9,1,0,1,4,1,0,0,8,38,1
391,12,2,9,1,7,1,4,0,0,0,8,38,0
392,4,2,10,1,0,4,4,0,0,0,8,38,0
393,9,2,7,1,7,3,4,0,0,0,9,38,0
394,13,3,9,0,13,0,4,1,0,0,10,38,0
395,2,2,9,1,7,3,3,1,0,0,4,38,0
396,5,2,10,0,0,5,2,0,0,0,8,38,1
397,3,2,9,1,3,1,2,0,0,0,8,38,0
398,13,4,14,0,9,0,4,1,0,0,8,38,0
399,5,2,13,0,2,0,4,1,0,0,12,38,1
400,8,4,9,0,3,0,4,1,0,0,13,38,0
401,4,2,13,0,3,0,4,1,0,9,10,38,1
402,5,2,9,0,0,0,4,1,1,0,8,38,0
403,2,2,13,0,11,0,4,1,0,0,8,38,0
404,3,2,13,1,11,3,4,0,0,0,8,38,0
405,7,4,9,0,3,0,4,1,0,0,13,38,0
406,1,2,10,1,11,3,4,0,0,0,4,38,0
407,8,2,16,0,9,0,4,1,0,0,12,38,1
408,7,2,10,0,3,0,4,1,1,0,10,38,0
409,3,2,13,1,9,1,4,1,0,0,8,38,0
410,2,2,13,1,0,3,4,1,0,0,8,38,0
411,2,2,10,1,0,1,3,1,1,0,8,38,0
412,6,5,9,0,13,0,4,1,0,0,8,38,0
413,14,4,9,0,4,0,4,1,0,0,10,38,0
414,8,0,14,0,9,0,4,1,0,0,8,38,1
415,8,2,9,1,0,1,4,1,0,0,9,38,0
416,2,5,13,1,3,1,4,0,0,0,8,38,0
417,2,2,10,1,6,1,4,1,0,0,9,38,0
418,1,1,10,1,10,3,4,1,0,8,7,38,0
419,6,2,13,0,9,0,4,1,0,0,14,38,1
420,2,2,9,1,0,3,4,0,0,0,7,38,0
421,5,2,10,0,6,0,4,1,0,0,8,10,0
422,10,5,9,0,7,5,4,0,0,0,8,38,0
423,6,2,9,0,2,0,4,1,0,0,8,32,0
424,7,2,13,0,11,0,4,1,0,0,13,38,0
425,8,4,4,0,2,0,4,1,0,0,8,38,0
426,8,5,9,0,7,0,4,1,0,0,8,38,0
427,5,5,7,1,10,3,4,1,0,0,8,38,0
428,9,0,14,0,3,0,2,1,0,0,8,38,1
429,10,2,9,0,6,0,4,1,0,0,8,38,0
430,5,2,11,0,7,0,4,1,0,0,8,38,0
431,1,2,9,1,5,3,4,1,0,0,8,38,0
432,4,2,9,1,11,2,4,1,0,0,10,38,0
433,7,0,14,1,9,1,4,1,0,0,8,30,1
434,2,2,10,1,7,1,4,1,1,0,8,38,0
435,16,4,10,1,4,1,4,0,0,0,16,38,0
436,7,2,4,0,7,0,4,1,1,0,8,25,0
437,3,2,10,1,6,1,4,1,0,0,8,38,0
438,4,2,10,0,11,5,4,0,0,0,4,38,0
439,10,2,10,1,11,1,4,0,0,0,7,38,0
440,7,2,13,0,0,5,4,0,0,0,6,38,0
441,4,2,13,1,5,3,4,1,0,0,8,38,0
442,2,2,10,1,11,3,2,1,0,0,4,38,0
443,8,2,13,1,3,1,4,1,6,0,10,38,1
444,16,2,9,1,3,1,4,0,0,0,7,38,0
445,7,2,9,1,2,1,4,1,0,0,8,38,0
446,1,2,9,1,13,3,4,1,0,0,8,38,0
447,3,2,12,1,7,1,4,1,0,0,6,38,0
448,2,2,13,1,9,1,4,1,0,0,7,38,0
449,1,2,10,0,2,0,4,1,0,0,8,38,0
450,7,2,11,1,6,3,4,1,0,0,8,38,0
451,3,2,13,1,5,1,4,1,0,0,6,38,0
452,5,2,7,0,11,0,4,1,0,0,13,38,0
453,5,2,9,0,5,0,0,1,0,0,8,38,0
454,6,5,5,0,2,0,2,1,0,0,8,38,0
455,11,2,10,0,3,0,4,1,0,0,8,38,0
456,1,2,10,1,6,3,4,1,0,0,8,38,0
457,5,2,9,1,3,1,4,1,0,0,13,38,0
458,5,2,3,1,6,2,1,1,0,0,8,24,0
459,13,5,15,1,9,1,4,0,0,0,7,38,0
460,5,4,10,0,2,0,4,1,0,0,8,38,1
461,7,2,5,0,2,0,4,1,1,0,12,25,0
462,6,1,10,0,12,0,4,1,0,0,8,38,0
463,7,2,13,1,0,4,4,0,0,0,7,38,0
464,7,4,9,0,2,0,4,1,0,0,13,38,0
465,1,2,9,1,0,3,4,0,0,0,2,38,0
466,13,2,10,0,3,0,4,1,4,0,9,38,1
467,1,0,11,1,0,3,4,0,0,0,8,38,0
468,5,4,9,0,13,0,4,1,0,0,14,38,1
469,3,2,9,1,6,3,4,1,0,0,8,38,0
470,14,2,6,1,7,4,4,0,0,0,8,38,0
471,2,2,9,1,13,2,2,1,0,0,8,38,0
472,1,2,10,1,7,3,4,0,0,0,4,38,0
473,5,2,10,1,0,3,4,1,0,0,8,38,0
474,4,2,9,1,12,1,4,0,0,0,8,38,0
475,7,2,16,0,9,0,4,1,0,10,13,38,0
476,13,5,2,0,4,0,3,1,0,0,9,3,0
477,5,2,13,1,3,1,4,0,0,0,8,38,0
478,4,1,9,0,13,0,4,1,0,0,10,38,1
479,6,4,13,0,4,0,4,1,0,0,15,38,0
480,2,2,10,1,4,3,4,1,0,0,3,38,0
481,10,1,10,0,3,0,4,1,0,0,10,38,0
482,10,2,9,1,0,1,0,0,0,0,8,38,0
483,6,2,13,0,3,0,4,1,0,0,8,38,0
484,7,3,7,0,3,0,4,1,0,0,8,38,0
485,11,2,13,1,3,1,4,0,0,0,7,38,0
486,6,2,13,0,11,0,4,1,4,0,10,38,1
487,4,2,13,1,3,1,2,1,1,0,10,38,0
488,2,1,13,1,9,3,4,0,0,0,8,38,0
489,12,2,10,1,0,2,4,0,0,0,8,38,0
490,11,2,6,0,7,0,2,1,0,0,8,38,0
491,3,3,9,0,2,0,4,1,0,0,13,38,0
492,4,2,14,0,9,5,4,0,0,0,6,38,0
493,11,2,9,1,13,1,4,1,0,0,9,38,0
494,8,2,10,0,2,0,4,1,2,0,8,38,1
495,10,2,9,0,13,0,4,1,0,0,13,38,1
496,1,2,7,1,7,3,4,1,0,0,4,38,0
497,11,2,4,0,13,0,4,1,0,0,10,38,0
